,xmin,ymin
1272,-601598,-1105214
1273,-601598,-1097022
1274,-601598,-1088830
1275,-601598,-1080638
1276,-601598,-1072446
1277,-601598,-1064254
1278,-601598,-1056062
1279,-601598,-1047870
1280,-601598,-1039678
1281,-601598,-1031486
1282,-601598,-1023294
1283,-601598,-1015102
1284,-601598,-1006910
1285,-601598,-998718
1286,-601598,-990526
1287,-601598,-982334
1288,-601598,-974142
1289,-601598,-965950
1290,-601598,-957758
1291,-601598,-949566
1292,-601598,-941374
1293,-593406,-1211710
1294,-593406,-1203518
1295,-593406,-1195326
1296,-593406,-1187134
1297,-593406,-1178942
1298,-593406,-1170750
1299,-593406,-1162558
1300,-593406,-1154366
1301,-593406,-1146174
1302,-593406,-1137982
1303,-593406,-1129790
1304,-593406,-1121598
1305,-593406,-1113406
1306,-593406,-1105214
1307,-593406,-1097022
1308,-593406,-1088830
1309,-593406,-1080638
1310,-593406,-1072446
1311,-593406,-1064254
1312,-593406,-1056062
1313,-593406,-1047870
1314,-593406,-1039678
1315,-593406,-1031486
1316,-593406,-1023294
1317,-593406,-1015102
1318,-593406,-1006910
1319,-593406,-998718
1320,-593406,-990526
1321,-593406,-982334
1322,-593406,-974142
1323,-593406,-965950
1324,-593406,-957758
1325,-593406,-949566
1326,-593406,-941374
1327,-585214,-1211710
1328,-585214,-1203518
1329,-585214,-1195326
1330,-585214,-1187134
1331,-585214,-1178942
1332,-585214,-1170750
1333,-585214,-1162558
1334,-585214,-1154366
1335,-585214,-1146174
1336,-585214,-1137982
1337,-585214,-1129790
1338,-585214,-1121598
1339,-585214,-1113406
1340,-585214,-1105214
1341,-585214,-1097022
1342,-585214,-1088830
1343,-585214,-1080638
1344,-585214,-1072446
1345,-585214,-1064254
1346,-585214,-1056062
1347,-585214,-1047870
1348,-585214,-1039678
1349,-585214,-1031486
1350,-585214,-1023294
1351,-585214,-1015102
1352,-585214,-1006910
1353,-585214,-998718
1354,-585214,-990526
1355,-585214,-982334
1356,-585214,-974142
1357,-585214,-965950
1358,-585214,-957758
1359,-585214,-949566
1360,-585214,-941374
1361,-577022,-1211710
1362,-577022,-1203518
1363,-577022,-1195326
1364,-577022,-1187134
1365,-577022,-1178942
1366,-577022,-1170750
1367,-577022,-1162558
1368,-577022,-1154366
1369,-577022,-1146174
1370,-577022,-1137982
1371,-577022,-1129790
1372,-577022,-1121598
1373,-577022,-1113406
1374,-577022,-1105214
1375,-577022,-1097022
1376,-577022,-1088830
1377,-577022,-1080638
1378,-577022,-1072446
1379,-577022,-1064254
1380,-577022,-1056062
1381,-577022,-1047870
1382,-577022,-1039678
1383,-577022,-1031486
1384,-577022,-1023294
1385,-577022,-1015102
1386,-577022,-1006910
1387,-577022,-998718
1388,-577022,-990526
1389,-577022,-982334
1390,-577022,-974142
1391,-577022,-965950
1392,-577022,-957758
1393,-577022,-949566
1394,-577022,-941374
1395,-568830,-1211710
1396,-568830,-1203518
1397,-568830,-1195326
1398,-568830,-1187134
1399,-568830,-1178942
1400,-568830,-1170750
1401,-568830,-1162558
1402,-568830,-1154366
1403,-568830,-1146174
1404,-568830,-1137982
1405,-568830,-1129790
1406,-568830,-1121598
1407,-568830,-1113406
1408,-568830,-1105214
1409,-568830,-1097022
1410,-568830,-1088830
1411,-568830,-1080638
1412,-568830,-1072446
1413,-568830,-1064254
1414,-568830,-1056062
1415,-568830,-1047870
1416,-568830,-1039678
1417,-568830,-1031486
1418,-568830,-1023294
1419,-568830,-1015102
1420,-568830,-1006910
1421,-568830,-998718
1422,-568830,-990526
1423,-568830,-982334
1424,-568830,-974142
1425,-568830,-965950
1426,-568830,-957758
1427,-568830,-949566
1428,-568830,-941374
1429,-560638,-1211710
1430,-560638,-1203518
1431,-560638,-1195326
1432,-560638,-1187134
1433,-560638,-1178942
1434,-560638,-1170750
1435,-560638,-1162558
1436,-560638,-1154366
1437,-560638,-1146174
1438,-560638,-1137982
1439,-560638,-1129790
1440,-560638,-1121598
1441,-560638,-1113406
1442,-560638,-1105214
1443,-560638,-1097022
1444,-560638,-1088830
1445,-560638,-1080638
1446,-560638,-1072446
1447,-560638,-1064254
1448,-560638,-1056062
1449,-560638,-1047870
1450,-560638,-1039678
1451,-560638,-1031486
1452,-560638,-1023294
1453,-560638,-1015102
1454,-560638,-1006910
1455,-560638,-998718
1456,-560638,-990526
1457,-560638,-982334
1458,-560638,-974142
1459,-560638,-965950
1460,-560638,-957758
1461,-560638,-949566
1462,-560638,-941374
1463,-552446,-1211710
1464,-552446,-1203518
1465,-552446,-1195326
1466,-552446,-1187134
1467,-552446,-1178942
1468,-552446,-1170750
1469,-552446,-1162558
1470,-552446,-1154366
1471,-552446,-1146174
1472,-552446,-1137982
1473,-552446,-1129790
1474,-552446,-1121598
1475,-552446,-1113406
1476,-552446,-1105214
1477,-552446,-1097022
1478,-552446,-1088830
1479,-552446,-1080638
1480,-552446,-1072446
1481,-552446,-1064254
1482,-552446,-1056062
1483,-552446,-1047870
1484,-552446,-1039678
1485,-552446,-1031486
1486,-552446,-1023294
1487,-552446,-1015102
1488,-552446,-1006910
1489,-552446,-998718
1490,-552446,-990526
1491,-552446,-982334
1492,-552446,-974142
1493,-552446,-965950
1494,-552446,-957758
1495,-552446,-949566
1496,-552446,-941374
1497,-544254,-1211710
1498,-544254,-1203518
1499,-544254,-1195326
1500,-544254,-1187134
1501,-544254,-1178942
1502,-544254,-1170750
1503,-544254,-1162558
1504,-544254,-1154366
1505,-544254,-1146174
1506,-544254,-1137982
1507,-544254,-1129790
1508,-544254,-1121598
1509,-544254,-1113406
1510,-544254,-1105214
1511,-544254,-1097022
1512,-544254,-1088830
1513,-544254,-1080638
1514,-544254,-1072446
1515,-544254,-1064254
1516,-544254,-1056062
1517,-544254,-1047870
1518,-544254,-1039678
1519,-544254,-1031486
1520,-544254,-1023294
1521,-544254,-1015102
1522,-544254,-1006910
1523,-544254,-998718
1524,-544254,-990526
1525,-544254,-982334
1526,-544254,-974142
1527,-544254,-965950
1528,-544254,-957758
1529,-544254,-949566
1530,-544254,-941374
1531,-536062,-1211710
1532,-536062,-1203518
1533,-536062,-1195326
1534,-536062,-1187134
1535,-536062,-1178942
1536,-536062,-1170750
1537,-536062,-1162558
1538,-536062,-1154366
1539,-536062,-1146174
1540,-536062,-1137982
1541,-536062,-1129790
1542,-536062,-1121598
1543,-536062,-1113406
1544,-536062,-1105214
1545,-536062,-1097022
1546,-536062,-1088830
1547,-536062,-1080638
1548,-536062,-1072446
1549,-536062,-1064254
1550,-536062,-1056062
1551,-536062,-1047870
1552,-536062,-1039678
1553,-536062,-1031486
1554,-536062,-1023294
1555,-536062,-1015102
1556,-536062,-1006910
1557,-536062,-998718
1558,-536062,-990526
1559,-536062,-982334
1560,-536062,-974142
1561,-536062,-965950
1562,-536062,-957758
1563,-536062,-949566
1564,-536062,-941374
1565,-527870,-1211710
1566,-527870,-1203518
1567,-527870,-1195326
1568,-527870,-1187134
1569,-527870,-1178942
1570,-527870,-1170750
1571,-527870,-1162558
1572,-527870,-1154366
1573,-527870,-1146174
1574,-527870,-1137982
1575,-527870,-1129790
1576,-527870,-1121598
1577,-527870,-1113406
1578,-527870,-1105214
1579,-527870,-1097022
1580,-527870,-1088830
1581,-527870,-1080638
1582,-527870,-1072446
1583,-527870,-1064254
1584,-527870,-1056062
1585,-527870,-1047870
1586,-527870,-1039678
1587,-527870,-1031486
1588,-527870,-1023294
1589,-527870,-1015102
1590,-527870,-1006910
1591,-527870,-998718
1592,-527870,-990526
1593,-527870,-982334
1594,-527870,-974142
1595,-527870,-965950
1596,-527870,-957758
1597,-527870,-949566
1598,-527870,-941374
1599,-519678,-1211710
1600,-519678,-1203518
1601,-519678,-1195326
1602,-519678,-1187134
1603,-519678,-1178942
1604,-519678,-1170750
1605,-519678,-1162558
1606,-519678,-1154366
1607,-519678,-1146174
1608,-519678,-1137982
1609,-519678,-1129790
1610,-519678,-1121598
1611,-519678,-1113406
1612,-519678,-1105214
1613,-519678,-1097022
1614,-519678,-1088830
1615,-519678,-1080638
1616,-519678,-1072446
1617,-519678,-1064254
1618,-519678,-1056062
1619,-519678,-1047870
1620,-519678,-1039678
1621,-519678,-1031486
1622,-519678,-1023294
1623,-519678,-1015102
1624,-519678,-1006910
1625,-519678,-998718
1626,-519678,-990526
1627,-519678,-982334
1628,-519678,-974142
1629,-519678,-965950
1630,-519678,-957758
1631,-519678,-949566
1632,-519678,-941374
1633,-511486,-1211710
1634,-511486,-1203518
1635,-511486,-1195326
1636,-511486,-1187134
1637,-511486,-1178942
1638,-511486,-1170750
1639,-511486,-1162558
1640,-511486,-1154366
1641,-511486,-1146174
1642,-511486,-1137982
1643,-511486,-1129790
1644,-511486,-1121598
1645,-511486,-1113406
1646,-511486,-1105214
1647,-511486,-1097022
1648,-511486,-1088830
1649,-511486,-1080638
1650,-511486,-1072446
1651,-511486,-1064254
1652,-511486,-1056062
1653,-511486,-1047870
1654,-511486,-1039678
1655,-511486,-1031486
1656,-511486,-1023294
1657,-511486,-1015102
1658,-511486,-1006910
1659,-511486,-998718
1660,-511486,-990526
1661,-511486,-982334
1662,-511486,-974142
1663,-511486,-965950
1664,-511486,-957758
1665,-511486,-949566
1666,-511486,-941374
1667,-503294,-1211710
1668,-503294,-1203518
1669,-503294,-1195326
1670,-503294,-1187134
1671,-503294,-1178942
1672,-503294,-1170750
1673,-503294,-1162558
1674,-503294,-1154366
1675,-503294,-1146174
1676,-503294,-1137982
1677,-503294,-1129790
1678,-503294,-1121598
1679,-503294,-1113406
1680,-503294,-1105214
1681,-503294,-1097022
1682,-503294,-1088830
1683,-503294,-1080638
1684,-503294,-1072446
1685,-503294,-1064254
1686,-503294,-1056062
1687,-503294,-1047870
1688,-503294,-1039678
1689,-503294,-1031486
1690,-503294,-1023294
1691,-503294,-1015102
1692,-503294,-1006910
1693,-503294,-998718
1694,-503294,-990526
1695,-503294,-982334
1696,-503294,-974142
1697,-503294,-965950
1698,-503294,-957758
1699,-503294,-949566
1700,-503294,-941374
1701,-495102,-1211710
1702,-495102,-1203518
1703,-495102,-1195326
1704,-495102,-1187134
1705,-495102,-1178942
1706,-495102,-1170750
1707,-495102,-1162558
1708,-495102,-1154366
1709,-495102,-1146174
1710,-495102,-1137982
1711,-495102,-1129790
1712,-495102,-1121598
1713,-495102,-1113406
1714,-495102,-1105214
1715,-495102,-1097022
1716,-495102,-1088830
1717,-495102,-1080638
1718,-495102,-1072446
1719,-495102,-1064254
1720,-495102,-1056062
1721,-495102,-1047870
1722,-495102,-1039678
1723,-495102,-1031486
1724,-495102,-1023294
1725,-495102,-1015102
1726,-495102,-1006910
1727,-495102,-998718
1728,-495102,-990526
1729,-495102,-982334
1730,-495102,-974142
1731,-495102,-965950
1732,-495102,-957758
1733,-495102,-949566
1734,-495102,-941374
1735,-486910,-1211710
1736,-486910,-1203518
1737,-486910,-1195326
1738,-486910,-1187134
1739,-486910,-1178942
1740,-486910,-1170750
1741,-486910,-1162558
1742,-486910,-1154366
1743,-486910,-1146174
1744,-486910,-1137982
1745,-486910,-1129790
1746,-486910,-1121598
1747,-486910,-1113406
1748,-486910,-1105214
1749,-486910,-1097022
1750,-486910,-1088830
1751,-486910,-1080638
1752,-486910,-1072446
1753,-486910,-1064254
1754,-486910,-1056062
1755,-486910,-1047870
1756,-486910,-1039678
1757,-486910,-1031486
1758,-486910,-1023294
1759,-486910,-1015102
1760,-486910,-1006910
1761,-486910,-998718
1762,-486910,-990526
1763,-486910,-982334
1764,-486910,-974142
1765,-486910,-965950
1766,-486910,-957758
1767,-486910,-949566
1768,-486910,-941374
1769,-478718,-1211710
1770,-478718,-1203518
1771,-478718,-1195326
1772,-478718,-1187134
1773,-478718,-1178942
1774,-478718,-1170750
1775,-478718,-1162558
1776,-478718,-1154366
1777,-478718,-1146174
1778,-478718,-1137982
1779,-478718,-1129790
1780,-478718,-1121598
1781,-478718,-1113406
1782,-478718,-1105214
1783,-478718,-1097022
1784,-478718,-1088830
1785,-478718,-1080638
1786,-478718,-1072446
1787,-478718,-1064254
1788,-478718,-1056062
1789,-478718,-1047870
1790,-478718,-1039678
1791,-478718,-1031486
1792,-478718,-1023294
1793,-478718,-1015102
1794,-478718,-1006910
1795,-478718,-998718
1796,-478718,-990526
1797,-478718,-982334
1798,-478718,-974142
1799,-478718,-965950
1800,-478718,-957758
1801,-478718,-949566
1802,-478718,-941374
1803,-470526,-1211710
1804,-470526,-1203518
1805,-470526,-1195326
1806,-470526,-1187134
1807,-470526,-1178942
1808,-470526,-1170750
1809,-470526,-1162558
1810,-470526,-1154366
1811,-470526,-1146174
1812,-470526,-1137982
1813,-470526,-1129790
1814,-470526,-1121598
1815,-470526,-1113406
1816,-470526,-1105214
1817,-470526,-1097022
1818,-470526,-1088830
1819,-470526,-1080638
1820,-470526,-1072446
1821,-470526,-1064254
1822,-470526,-1056062
1823,-470526,-1047870
1824,-470526,-1039678
1825,-470526,-1031486
1826,-470526,-1023294
1827,-470526,-1015102
1828,-470526,-1006910
1829,-470526,-998718
1830,-470526,-990526
1831,-470526,-982334
1832,-470526,-974142
1833,-470526,-965950
1834,-470526,-957758
1835,-470526,-949566
1836,-470526,-941374
1837,-462334,-1211710
1838,-462334,-1203518
1839,-462334,-1195326
1840,-462334,-1187134
1841,-462334,-1178942
1842,-462334,-1170750
1843,-462334,-1162558
1844,-462334,-1154366
1845,-462334,-1146174
1846,-462334,-1137982
1847,-462334,-1129790
1848,-462334,-1121598
1849,-462334,-1113406
1850,-462334,-1105214
1851,-462334,-1097022
1852,-462334,-1088830
1853,-462334,-1080638
1854,-462334,-1072446
1855,-462334,-1064254
1856,-462334,-1056062
1857,-462334,-1047870
1858,-462334,-1039678
1859,-462334,-1031486
1860,-462334,-1023294
1861,-462334,-1015102
1862,-462334,-1006910
1863,-462334,-998718
1864,-462334,-990526
1865,-462334,-982334
1866,-462334,-974142
1867,-462334,-965950
1868,-462334,-957758
1869,-462334,-949566
1870,-462334,-941374
1871,-454142,-1211710
1872,-454142,-1203518
1873,-454142,-1195326
1874,-454142,-1187134
1875,-454142,-1178942
1876,-454142,-1170750
1877,-454142,-1162558
1878,-454142,-1154366
1879,-454142,-1146174
1880,-454142,-1137982
1881,-454142,-1129790
1882,-454142,-1121598
1883,-454142,-1113406
1884,-454142,-1105214
1885,-454142,-1097022
1886,-454142,-1088830
1887,-454142,-1080638
1888,-454142,-1072446
1889,-454142,-1064254
1890,-454142,-1056062
1891,-454142,-1047870
1892,-454142,-1039678
1893,-454142,-1031486
1894,-454142,-1023294
1895,-454142,-1015102
1896,-454142,-1006910
1897,-454142,-998718
1898,-454142,-990526
1899,-454142,-982334
1900,-454142,-974142
1901,-454142,-965950
1902,-454142,-957758
1903,-454142,-949566
1904,-454142,-941374
1905,-445950,-1211710
1906,-445950,-1203518
1907,-445950,-1195326
1908,-445950,-1187134
1909,-445950,-1178942
1910,-445950,-1170750
1911,-445950,-1162558
1912,-445950,-1154366
1913,-445950,-1146174
1914,-445950,-1137982
1915,-445950,-1129790
1916,-445950,-1121598
1917,-445950,-1113406
1918,-445950,-1105214
1919,-445950,-1097022
1920,-445950,-1088830
1921,-445950,-1080638
1922,-445950,-1072446
1923,-445950,-1064254
1924,-445950,-1056062
1925,-445950,-1047870
1926,-445950,-1039678
1927,-445950,-1031486
1928,-445950,-1023294
1929,-445950,-1015102
1930,-445950,-1006910
1931,-445950,-998718
1932,-445950,-990526
1933,-445950,-982334
1934,-445950,-974142
1935,-445950,-965950
1936,-445950,-957758
1937,-445950,-949566
1938,-445950,-941374
1939,-437758,-1211710
1940,-437758,-1203518
1941,-437758,-1195326
1942,-437758,-1187134
1943,-437758,-1178942
1944,-437758,-1170750
1945,-437758,-1162558
1946,-437758,-1154366
1947,-437758,-1146174
1948,-437758,-1137982
1949,-437758,-1129790
1950,-437758,-1121598
1951,-437758,-1113406
1952,-437758,-1105214
1953,-437758,-1097022
1954,-437758,-1088830
1955,-437758,-1080638
1956,-437758,-1072446
1957,-437758,-1064254
1958,-437758,-1056062
1959,-437758,-1047870
1960,-437758,-1039678
1961,-437758,-1031486
1962,-437758,-1023294
1963,-437758,-1015102
1964,-437758,-1006910
1965,-437758,-998718
1966,-437758,-990526
1967,-437758,-982334
1968,-437758,-974142
1969,-437758,-965950
1970,-437758,-957758
1971,-437758,-949566
1972,-437758,-941374
1973,-429566,-1211710
1974,-429566,-1203518
1975,-429566,-1195326
1976,-429566,-1187134
1977,-429566,-1178942
1978,-429566,-1170750
1979,-429566,-1162558
1980,-429566,-1154366
1981,-429566,-1146174
1982,-429566,-1137982
1983,-429566,-1129790
1984,-429566,-1121598
1985,-429566,-1113406
1986,-429566,-1105214
1987,-429566,-1097022
1988,-429566,-1088830
1989,-429566,-1080638
1990,-429566,-1072446
1991,-429566,-1064254
1992,-429566,-1056062
1993,-429566,-1047870
1994,-429566,-1039678
1995,-429566,-1031486
1996,-429566,-1023294
1997,-429566,-1015102
1998,-429566,-1006910
1999,-429566,-998718
2000,-429566,-990526
2001,-429566,-982334
2002,-429566,-974142
2003,-429566,-965950
2004,-429566,-957758
2005,-429566,-949566
2006,-429566,-941374
2007,-421374,-1211710
2008,-421374,-1203518
2009,-421374,-1195326
2010,-421374,-1187134
2011,-421374,-1178942
2012,-421374,-1170750
2013,-421374,-1162558
2014,-421374,-1154366
2015,-421374,-1146174
2016,-421374,-1137982
2017,-421374,-1129790
2018,-421374,-1121598
2019,-421374,-1113406
2020,-421374,-1105214
2021,-421374,-1097022
2022,-421374,-1088830
2023,-421374,-1080638
2024,-421374,-1072446
2025,-421374,-1064254
2026,-421374,-1056062
2027,-421374,-1047870
2028,-421374,-1039678
2029,-421374,-1031486
2030,-421374,-1023294
2031,-421374,-1015102
2032,-421374,-1006910
2033,-421374,-998718
2034,-421374,-990526
2035,-421374,-982334
2036,-421374,-974142
2037,-421374,-965950
2038,-421374,-957758
2039,-421374,-949566
2040,-421374,-941374
2041,-413182,-1211710
2042,-413182,-1203518
2043,-413182,-1195326
2044,-413182,-1187134
2045,-413182,-1178942
2046,-413182,-1170750
2047,-413182,-1162558
2048,-413182,-1154366
2049,-413182,-1146174
2050,-413182,-1137982
2051,-413182,-1129790
2052,-413182,-1121598
2053,-413182,-1113406
2054,-413182,-1105214
2055,-413182,-1097022
2056,-413182,-1088830
2057,-413182,-1080638
2058,-413182,-1072446
2059,-413182,-1064254
2060,-413182,-1056062
2061,-413182,-1047870
2062,-413182,-1039678
2063,-413182,-1031486
2064,-413182,-1023294
2065,-413182,-1015102
2066,-413182,-1006910
2067,-413182,-998718
2068,-413182,-990526
2069,-413182,-982334
2070,-413182,-974142
2071,-413182,-965950
2072,-413182,-957758
2073,-413182,-949566
2074,-413182,-941374
2075,-404990,-1211710
2076,-404990,-1203518
2077,-404990,-1195326
2078,-404990,-1187134
2079,-404990,-1178942
2080,-404990,-1170750
2081,-404990,-1162558
2082,-404990,-1154366
2083,-404990,-1146174
2084,-404990,-1137982
2085,-404990,-1129790
2086,-404990,-1121598
2087,-404990,-1113406
2088,-404990,-1105214
2089,-404990,-1097022
2090,-404990,-1088830
2091,-404990,-1080638
2092,-404990,-1072446
2093,-404990,-1064254
2094,-404990,-1056062
2095,-404990,-1047870
2096,-404990,-1039678
2097,-404990,-1031486
2098,-404990,-1023294
2099,-404990,-1015102
2100,-404990,-1006910
2101,-404990,-998718
2102,-404990,-990526
2103,-404990,-982334
2104,-404990,-974142
2105,-404990,-965950
2106,-404990,-957758
2107,-404990,-949566
2108,-404990,-941374
2109,-396798,-1211710
2110,-396798,-1203518
2111,-396798,-1195326
2112,-396798,-1187134
2113,-396798,-1178942
2114,-396798,-1170750
2115,-396798,-1162558
2116,-396798,-1154366
2117,-396798,-1146174
2118,-396798,-1137982
2119,-396798,-1129790
2120,-396798,-1121598
2121,-396798,-1113406
2122,-396798,-1105214
2123,-396798,-1097022
2124,-396798,-1088830
2125,-396798,-1080638
2126,-396798,-1072446
2127,-396798,-1064254
2128,-396798,-1056062
2129,-396798,-1047870
2130,-396798,-1039678
2131,-396798,-1031486
2132,-396798,-1023294
2133,-396798,-1015102
2134,-396798,-1006910
2135,-396798,-998718
2136,-396798,-990526
2137,-396798,-982334
2138,-396798,-974142
2139,-396798,-965950
2140,-396798,-957758
2141,-396798,-949566
2142,-396798,-941374
2143,-388606,-1211710
2144,-388606,-1203518
2145,-388606,-1195326
2146,-388606,-1187134
2147,-388606,-1178942
2148,-388606,-1170750
2149,-388606,-1162558
2150,-388606,-1154366
2151,-388606,-1146174
2152,-388606,-1137982
2153,-388606,-1129790
2154,-388606,-1121598
2155,-388606,-1113406
2156,-388606,-1105214
2157,-388606,-1097022
2158,-388606,-1088830
2159,-388606,-1080638
2160,-388606,-1072446
2161,-388606,-1064254
2162,-388606,-1056062
2163,-388606,-1047870
2164,-388606,-1039678
2165,-388606,-1031486
2166,-388606,-1023294
2167,-388606,-1015102
2168,-388606,-1006910
2169,-388606,-998718
2170,-388606,-990526
2171,-388606,-982334
2172,-388606,-974142
2173,-388606,-965950
2174,-388606,-957758
2175,-388606,-949566
2176,-388606,-941374
2177,-380414,-1211710
2178,-380414,-1203518
2179,-380414,-1195326
2180,-380414,-1187134
2181,-380414,-1178942
2182,-380414,-1170750
2183,-380414,-1162558
2184,-380414,-1154366
2185,-380414,-1146174
2186,-380414,-1137982
2187,-380414,-1129790
2188,-380414,-1121598
2189,-380414,-1113406
2190,-380414,-1105214
2191,-380414,-1097022
2192,-380414,-1088830
2193,-380414,-1080638
2194,-380414,-1072446
2195,-380414,-1064254
2196,-380414,-1056062
2197,-380414,-1047870
2198,-380414,-1039678
2199,-380414,-1031486
2200,-380414,-1023294
2201,-380414,-1015102
2202,-380414,-1006910
2203,-380414,-998718
2204,-380414,-990526
2205,-380414,-982334
2206,-380414,-974142
2207,-380414,-965950
2208,-380414,-957758
2209,-380414,-949566
2210,-380414,-941374
2211,-372222,-1211710
2212,-372222,-1203518
2213,-372222,-1195326
2214,-372222,-1187134
2215,-372222,-1178942
2216,-372222,-1170750
2217,-372222,-1162558
2218,-372222,-1154366
2219,-372222,-1146174
2220,-372222,-1137982
2221,-372222,-1129790
2222,-372222,-1121598
2223,-372222,-1113406
2224,-372222,-1105214
2225,-372222,-1097022
2226,-372222,-1088830
2227,-372222,-1080638
2228,-372222,-1072446
2229,-372222,-1064254
2230,-372222,-1056062
2231,-372222,-1047870
2232,-372222,-1039678
2233,-372222,-1031486
2234,-372222,-1023294
2235,-372222,-1015102
2236,-372222,-1006910
2237,-372222,-998718
2238,-372222,-990526
2239,-372222,-982334
2240,-372222,-974142
2241,-372222,-965950
2242,-372222,-957758
2243,-372222,-949566
2244,-372222,-941374
2245,-364030,-1211710
2246,-364030,-1203518
2247,-364030,-1195326
2248,-364030,-1187134
2249,-364030,-1178942
2250,-364030,-1170750
2251,-364030,-1162558
2252,-364030,-1154366
2253,-364030,-1146174
2254,-364030,-1137982
2255,-364030,-1129790
2256,-364030,-1121598
2257,-364030,-1113406
2258,-364030,-1105214
2259,-364030,-1097022
2260,-364030,-1088830
2261,-364030,-1080638
2262,-364030,-1072446
2263,-364030,-1064254
2264,-364030,-1056062
2265,-364030,-1047870
2266,-364030,-1039678
2267,-364030,-1031486
2268,-364030,-1023294
2269,-364030,-1015102
2270,-364030,-1006910
2271,-364030,-998718
2272,-364030,-990526
2273,-364030,-982334
2274,-364030,-974142
2275,-364030,-965950
2276,-364030,-957758
2277,-364030,-949566
2278,-364030,-941374
2279,-355838,-1211710
2280,-355838,-1203518
2281,-355838,-1195326
2282,-355838,-1187134
2283,-355838,-1178942
2284,-355838,-1170750
2285,-355838,-1162558
2286,-355838,-1154366
2287,-355838,-1146174
2288,-355838,-1137982
2289,-355838,-1129790
2290,-355838,-1121598
2291,-355838,-1113406
2292,-355838,-1105214
2293,-355838,-1097022
2294,-355838,-1088830
2295,-355838,-1080638
2296,-355838,-1072446
2297,-355838,-1064254
2298,-355838,-1056062
2299,-355838,-1047870
2300,-355838,-1039678
2301,-355838,-1031486
2302,-355838,-1023294
2303,-355838,-1015102
2304,-355838,-1006910
2305,-355838,-998718
2306,-355838,-990526
2307,-355838,-982334
2308,-355838,-974142
2309,-355838,-965950
2310,-355838,-957758
2311,-355838,-949566
2312,-355838,-941374
2313,-347646,-1211710
2314,-347646,-1203518
2315,-347646,-1195326
2316,-347646,-1187134
2317,-347646,-1178942
2318,-347646,-1170750
2319,-347646,-1162558
2320,-347646,-1154366
2321,-347646,-1146174
2322,-347646,-1137982
2323,-347646,-1129790
2324,-347646,-1121598
2325,-347646,-1113406
2326,-347646,-1105214
2327,-347646,-1097022
2328,-347646,-1088830
2329,-347646,-1080638
2330,-347646,-1072446
2331,-347646,-1064254
2332,-347646,-1056062
2333,-347646,-1047870
2334,-347646,-1039678
2335,-347646,-1031486
2336,-347646,-1023294
2337,-347646,-1015102
2338,-347646,-1006910
2339,-347646,-998718
2340,-347646,-990526
2341,-347646,-982334
2342,-347646,-974142
2343,-347646,-965950
2344,-347646,-957758
2345,-347646,-949566
2346,-347646,-941374
2347,-339454,-1211710
2348,-339454,-1203518
2349,-339454,-1195326
2350,-339454,-1187134
2351,-339454,-1178942
2352,-339454,-1170750
2353,-339454,-1162558
2354,-339454,-1154366
2355,-339454,-1146174
2356,-339454,-1137982
2357,-339454,-1129790
2358,-339454,-1121598
2359,-339454,-1113406
2360,-339454,-1105214
2361,-339454,-1097022
2362,-339454,-1088830
2363,-339454,-1080638
2364,-339454,-1072446
2365,-339454,-1064254
2366,-339454,-1056062
2367,-339454,-1047870
2368,-339454,-1039678
2369,-339454,-1031486
2370,-339454,-1023294
2371,-339454,-1015102
2372,-339454,-1006910
2373,-339454,-998718
2374,-339454,-990526
2375,-339454,-982334
2376,-339454,-974142
2377,-339454,-965950
2378,-339454,-957758
2379,-339454,-949566
2380,-339454,-941374
2381,-331262,-1211710
2382,-331262,-1203518
2383,-331262,-1195326
2384,-331262,-1187134
2385,-331262,-1178942
2386,-331262,-1170750
2387,-331262,-1162558
2388,-331262,-1154366
2389,-331262,-1146174
2390,-331262,-1137982
2391,-331262,-1129790
2392,-331262,-1121598
2393,-331262,-1113406
2394,-331262,-1105214
2395,-331262,-1097022
2396,-331262,-1088830
2397,-331262,-1080638
2398,-331262,-1072446
2399,-331262,-1064254
2400,-331262,-1056062
2401,-331262,-1047870
2402,-331262,-1039678
2403,-331262,-1031486
2404,-331262,-1023294
2405,-331262,-1015102
2406,-331262,-1006910
2407,-331262,-998718
2408,-331262,-990526
2409,-331262,-982334
2410,-331262,-974142
2411,-331262,-965950
2412,-331262,-957758
2413,-331262,-949566
2414,-331262,-941374
2415,-323070,-1211710
2416,-323070,-1203518
2417,-323070,-1195326
2418,-323070,-1187134
2419,-323070,-1178942
2420,-323070,-1170750
2421,-323070,-1162558
2422,-323070,-1154366
2423,-323070,-1146174
2424,-323070,-1137982
2425,-323070,-1129790
2426,-323070,-1121598
2427,-323070,-1113406
2428,-323070,-1105214
2429,-323070,-1097022
2430,-323070,-1088830
2431,-323070,-1080638
2432,-323070,-1072446
2433,-323070,-1064254
2434,-323070,-1056062
2435,-323070,-1047870
2436,-323070,-1039678
2437,-323070,-1031486
2438,-323070,-1023294
2439,-323070,-1015102
2440,-323070,-1006910
2441,-323070,-998718
2442,-323070,-990526
2443,-323070,-982334
2444,-323070,-974142
2445,-323070,-965950
2446,-323070,-957758
2447,-323070,-949566
2448,-323070,-941374
2449,-314878,-1211710
2450,-314878,-1203518
2451,-314878,-1195326
2452,-314878,-1187134
2453,-314878,-1178942
2454,-314878,-1170750
2455,-314878,-1162558
2456,-314878,-1154366
2457,-314878,-1146174
2458,-314878,-1137982
2459,-314878,-1129790
2460,-314878,-1121598
